id,customer_id,created_at,updated_at
1,111,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
2,11,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
3,73,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
4,26,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
5,147,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
6,54,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
7,94,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
8,150,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
9,81,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
10,12,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
11,59,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
12,55,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
13,75,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
14,49,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
15,1,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
16,148,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
17,113,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
18,122,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
19,69,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
20,40,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
21,43,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
22,146,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
23,90,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
24,14,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
25,91,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
26,136,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
27,147,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
28,82,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
29,52,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
30,121,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
31,11,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
32,87,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
33,47,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
34,32,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
35,25,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
36,46,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
37,140,2022-10-21 01:45:35 UTC,2022-10-21 01:45:35 UTC
38,54,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
39,3,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
40,147,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
41,56,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
42,95,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
43,135,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
44,52,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
45,150,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
46,9,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
47,147,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
48,105,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
49,88,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
50,110,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
51,94,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
52,117,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
53,70,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
54,116,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
55,8,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
56,15,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
57,43,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
58,96,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
59,112,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
60,150,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
61,93,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
62,138,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
63,61,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
64,52,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
65,28,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
66,41,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
67,9,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
68,137,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
69,139,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
70,83,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
71,51,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
72,54,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
73,53,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
74,84,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
75,135,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
76,145,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
77,110,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
78,16,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
79,44,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
80,97,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
81,79,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
82,63,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
83,115,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
84,65,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
85,51,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
86,104,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
87,110,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
88,88,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
89,3,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
90,5,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
91,136,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
92,126,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
93,100,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
94,20,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
95,56,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
96,88,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
97,23,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
98,82,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
99,55,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
100,25,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
101,6,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
102,134,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
103,73,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
104,30,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
105,58,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
106,112,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
107,62,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
108,142,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
109,84,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
110,126,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
111,96,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
112,60,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
113,29,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
114,72,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
115,52,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
116,97,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
117,5,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
118,67,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
119,56,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
120,31,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
121,140,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
122,91,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
123,149,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
124,44,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
125,34,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
126,86,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
127,57,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
128,26,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
129,125,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
130,96,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
131,147,2022-10-21 01:45:36 UTC,2022-10-21 01:45:36 UTC
